"RUTA","CONCESIÓN","OPERADOR","TIPO","OBSERVACIONES"
"Huerta De Arriba - Salas De Los Infantes","AECL-020","Antonio Crespo Cabrito, S.L.","Prestación Conjunta",NA
"Castrojeriz - Villadiego","VACL-079","Autobuses Amaya, S.L.","Prestación Conjunta",NA
"Sasamon - Villadiego","VACL-079","Autobuses Amaya, S.L.","Prestación Conjunta",NA
"Villaves - Villarcayo","VACL-001","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Cortiguera - Villarcayo","VACL-001","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Espinosa De Los Monteros - Villarcayo","VACL-001","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Herbosa - Villarcayo","VACL-001","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Cabañas - Villarcayo","VACL-001","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Santa Olaja - Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Leciñana De Mena - Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Ayega - Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Haedillo - Villasana De Mena","VACL-001","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Villovela De Esgueva - Roa","VACL-139","Autocares de las Heras, S.L.","Prestación Conjunta",NA
"Boisan - Astorga","VACL-080","Blas Fernández, S.L.","Prestación Conjunta",NA
"Molinaferrera - Astorga","VACL-082","Blas Fernández, S.L.","Prestación Conjunta",NA
"Toralino De La Vega - Astorga","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Porqueros - Astorga","VACL-081","Blas Fernández, S.L.","Prestación Conjunta",NA
"Brazuelo - Astorga","VACL-082","Blas Fernández, S.L.","Prestación Conjunta",NA
"Foncebadón - Astorga","VACL-082","Blas Fernández, S.L.","Prestación Conjunta",NA
"Regueras De Arriba - La Bañeza","VACL-083","Autocares Franco, S.L.","Prestación Conjunta",NA
"Robledo De La Valduerna - La Bañeza","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Quintana Y Congosto - La Bañeza","VACL-094","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Castropodame - Bembibre","VACL-108","Autos Pelines, S.A.","Prestación Conjunta",NA
"Arlanza - Bembibre","VACL-108","Autos Pelines, S.A.","Prestación Conjunta",NA
"Antoñán Del Valle - Benavides De Órbigo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Veneros - Boñar","VACL-093","Eugenia Elisa Valdés González, S.A.","Prestación Conjunta",NA
"Valdecastillo - Boñar","VACL-093","Eugenia Elisa Valdés González, S.A.","Prestación Conjunta",NA
"Villamizar - El Burgo Ranero","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Quilos - Cacabelos","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"San Juan De La Mata - Cacabelos","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"La Utrera - Carrizo De La Ribera","VACL-112","Busletrans, S.L.U.","Prestación Conjunta",NA
"Las Médulas - Carucedo","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"San Félix De La Valdería - Castrocontrigo","VACL-050","Blas Fernández, S.L.","Prestación Conjunta",NA
"Las Salas - Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Llamas De Rueda - Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Fresnedo - Cubillos Del Sil","VACL-108","Autos Pelines, S.A.","Prestación Conjunta",NA
"San Pedro De Paradela - Fabero","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"La Valgoma - Fuentes Nuevas","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"La Cueta - Huergas De Babia","VACL-113","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Torrestío - Huergas De Babia","VACL-113","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Abelgas De Luna - Huergas De Babia","VACL-113","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Villarroañe - León","VACL-148","Torobus 2030, S.L.U.","Prestación Conjunta",NA
"Santiago De Las Villas - La Magdalena","VACL-101","Ricardo Morales García","Prestación Conjunta",NA
"Santiago De Las Villas - Canales","VACL-101","Ricardo Morales García","Prestación Conjunta",NA
"Canales - La Magdalena","VACL-101","Ricardo Morales García","Prestación Conjunta",NA
"Santa Olaja De Eslonza - Mansilla De Las Mulas","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"San Miguel De Escalada - Mansilla De Las Mulas","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Villaverde La Chiquita - Mansilla De Las Mulas","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Villavidel - Mansilla De Las Mulas","VACL-096","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Manzaneda De Torío - Villaquilambre","VACL-109","Empresa Reyero, S.L.","Prestación Conjunta",NA
"Villarino Del Sil - Palacios Del Sil","VACL-039","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Páramo Del Sil - Páramo Del Sil","VACL-039","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"San Clemente De Valdueza - Ponferrada","VACL-017","Autos Pelines, S.A.","Prestación Conjunta",NA
"Calaveras De Arriba - Puente Almuhey","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Salas De La Ribera - Puente De Domingo Flórez","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Maraña - Riaño","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Valle De Vegacervera - Robles De La Valcueva","VACL-088","Empresa Reyero, S.L.","Prestación Conjunta",NA
"Ferral Del Bernesga - San Andrés Del Rabanedo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Grajal De Campos - Sahagún","VACL-117","Moreno Vicente y Cía, S.L.","Prestación Conjunta",NA
"Calzada De Coto - Sahagún","VACL-117","Moreno Vicente y Cía, S.L.","Prestación Conjunta",NA
"Sahelices Del Rio - Sahagún","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Zotes Del Páramo - Santa María Del Páramo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Quintana De Fon - Sueros De Cepeda","VACL-081","Blas Fernández, S.L.","Prestación Conjunta",NA
"San Feliz De Las Lavanderas - Sueros De Cepeda","VACL-081","Blas Fernández, S.L.","Prestación Conjunta",NA
"Otero - Toral De Los Vados","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Arnadelo - Toral De Los Vados","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"San Miguel Del Camino - La Virgen Del Camino","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Barcial De La Loma Ii - Valderas","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Carbajal De Fuentes - Valencia De Don Juan","VACL-118","Julián Javier Larrauri González","Prestación Conjunta",NA
"Valverde Enrique - Valencia De Don Juan","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Barrillos - La Vecilla De Curueño","VACL-100","Torobus 2030, S.L.U.","Prestación Conjunta",NA
"Tolibia De Abajo - La Vecilla De Curueño","VACL-100","Torobus 2030, S.L.U.","Prestación Conjunta",NA
"Ocero - Vega De Espinareda","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Berlanga Del Bierzo - Vega De Espinareda","VACL-108","Autos Pelines, S.A.","Prestación Conjunta",NA
"Tejedo De Ancares - Vega De Espinareda","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Villares De Órbigo - Veguellina De Órbigo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Santibáñez De La Isla - Veguellina De Órbigo","AECL-107","Blas Fernández, S.L.","Prestación Conjunta",NA
"Robles De Laciana - Villablino","VACL-039","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Fojedo Del Páramo - Viladangos Del Páramo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"San Esteban - Villamañán","VACL-063","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"Villarnera De La Vega - Astorga","AECL-107","Blas Fernández, S.L.","Prestación Conjunta",NA
"Priaranza De La Valduerna - Astorga","VACL-080","Blas Fernández, S.L.","Prestación Conjunta",NA
"Otero De Escarpizo - Astorga","VACL-081","Blas Fernández, S.L.","Prestación Conjunta",NA
"Filiel - Astorga","VACL-081","Blas Fernández, S.L.","Prestación Conjunta",NA
"Villarmeriel - Astorga","VACL-081","Blas Fernández, S.L.","Prestación Conjunta",NA
"Chana De Somoza - Astorga","VACL-082","Blas Fernández, S.L.","Prestación Conjunta",NA
"Santa Marina De Somoza - Astorga","VACL-082","Blas Fernández, S.L.","Prestación Conjunta",NA
"San Román De La Vega - Astorga","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"San Adrian Del Valle - La Bañeza","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Quintana& Congosto - La Bañeza","VACL-094","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Pinilla De La Valdería - La Bañeza","VACL-050","Blas Fernández, S.L.","Prestación Conjunta",NA
"Toral De Fondo - La Bañeza","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Posada De La Valduerna - La Bañeza","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Robledo De La Valduerna - La Bañeza","VACL-089","Blas Fernández, S.L.","Prestación Conjunta",NA
"Santa Marinica - La Bañeza","VACL-084","Autocares Franco, S.L.","Prestación Conjunta",NA
"San Esteban De Nogales - La Bañeza","VACL-050","Blas Fernández, S.L.","Prestación Conjunta",NA
"Altobar De La Encomienda - La Bañeza","VACL-051","Blas Fernández, S.L.","Prestación Conjunta",NA
"Robledo De Las Traviesas - Bembibre","VACL-108","Autos Pelines, S.A.","Prestación Conjunta",NA
"Tremor De Arriba - Bembibre","VACL-092","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"La Granja De San Vicente - Bembibre","VACL-092","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Igüeña - Bembibre","VACL-092","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Turienzo Castañero - Bembibre","VACL-108","Autos Pelines, S.A.","Prestación Conjunta",NA
"Villaverde De Los Cestos - Bembibre","VACL-108","Autos Pelines, S.A.","Prestación Conjunta",NA
"Lugán - Boñar","VACL-093","Eugenia Elisa Valdés González, S.A.","Prestación Conjunta",NA
"Vozmediano - Boñar","VACL-093","Eugenia Elisa Valdés González, S.A.","Prestación Conjunta",NA
"Lugueros - Boñar","VACL-100","Torobus 2030, S.L.U.","Prestación Conjunta",NA
"Puebla De Lillo - Boñar","VACL-093","Eugenia Elisa Valdés González, S.A.","Prestación Conjunta",NA
"Carracedelo - Cacabelos","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Villabuena - Cacabelos","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Villaverde De La Abadía - Cacabelos","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Murias De Ponjos - Carrizo De La Ribera","VACL-112","Busletrans, S.L.U.","Prestación Conjunta",NA
"Quintanilla Del Monte - Carrizo De La Ribera","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Morriondo - Carrizo De La Ribera","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Acebedo - Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Palacio De Valdellorma - Cistierna","VACL-093","Eugenia Elisa Valdés González, S.A.","Prestación Conjunta",NA
"Olleros De Sabero - Cistierna","VACL-093","Eugenia Elisa Valdés González, S.A.","Prestación Conjunta",NA
"Almanza - Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Valdealiso - Cistierna","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Vega De Espinareda - Fabero","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Ocero - Fabero","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Lillo Del Bierzo - Fabero","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Bárcena De La Abadía - Fabero","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Hervededo - Fuentes Nuevas","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Manzaneda De Torío - León","VACL-109","Empresa Reyero, S.L.","Prestación Conjunta",NA
"Navatejera Pedanía De Villaquilambre - León","VACL-115","Transportes Adaptados Regionales, S.L.U.","Prestación Conjunta",NA
"Benazolve - Armunia","VACL-099","Transportes Adaptados Regionales, S.L.U.","Prestación Conjunta",NA
"Banuncias - Armunia","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Chozas De Abajo - Armunia","VACL-085","Autocares Franco, S.L.","Prestación Conjunta",NA
"Villanueva Del Condado - León","VACL-093","Eugenia Elisa Valdés González, S.A.","Prestación Conjunta",NA
"Valdepolo - Mansilla De Las Mulas","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Ciñera - La Pola De Gordón","VACL-095","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Pobladura De La Tercia - La Pola De Gordón","VACL-095","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Puente De Domingo Florez - Ponferrada","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"ORELLÁN - CARUCEDO Transbordo A Ponferrada Ruta 2400290","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Rimor - Ponferrada","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Posada Del Bierzo - Ponferrada","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Cobrana - Ponferrada","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"San Lorenzo - Ponferrada","VACL-017","Autos Pelines, S.A.","Prestación Conjunta",NA
"Fresnedo - Ponferrada","VACL-108","Autos Pelines, S.A.","Prestación Conjunta",NA
"Cubillos Del Sil - Ponferrada","VACL-108","Autos Pelines, S.A.","Prestación Conjunta",NA
"Compostilla - Ponferrada","VACL-108","Autos Pelines, S.A.","Prestación Conjunta",NA
"Sancedo - Ponferrada","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"La Valcueva - La Robla","VACL-087","Empresa Reyero, S.L.","Prestación Conjunta",NA
"Villacintor - Sahagún","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Villada - Sahagún De Campos","VACL-117","Moreno Vicente y Cía, S.L.","Prestación Conjunta",NA
"Galleguillos De Campos - Sahagún","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Calzada Del Coto - Sahagún","VACL-117","Moreno Vicente y Cía, S.L.","Prestación Conjunta",NA
"Trobajo Del Camino - San Andrés Del Rabanedo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Trobajo Del Camino Ii - San Andrés Del Rabanedo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Trobajo Del Camino - San Andrés Del Rabanedo","VACL-115","Transportes Adaptados Regionales, S.L.U.","Prestación Conjunta",NA
"Cuadros - San Andrés Del Rabanedo","VACL-115","Transportes Adaptados Regionales, S.L.U.","Prestación Conjunta",NA
"Riosequino De Torío - San Andrés Del Rabanedo","VACL-095","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Montejos Del Camino - San Andrés Del Rabanedo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Grisuela Del Páramo - Santa María Del Páramo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Fojedo Del Páramo - Santa María Del Páramo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Pobladura De Pelayo García - Santa María Del Páramo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Fontecha - Santa María Del Páramo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Sorbeda Del Sil - Toreno","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Páramo Del Sil - Toreno","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Matarrosa Del Sil - Toreno","VACL-039","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Tombrío De Arriba - Toreno Del Sil","VACL-108","Autos Pelines, S.A.","Prestación Conjunta",NA
"Valdescorriel - Valderas","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Barcial De La Loma - Valderas","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Valdespino Cerón - Valencia De Don Juan","VACL-118","Julián Javier Larrauri González","Prestación Conjunta",NA
"Castrovega De Valmadrigal - Valencia De Don Juan","VACL-038","Linecar, S.A.","Prestación Conjunta",NA
"Algadefe - Valencia De Don Juan","VACL-086","Autocares Franco, S.L.","Prestación Conjunta",NA
"Vega De Antoñán - Veguellina De Órbigo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Santibañez De La Isla - Veguellina De Órbigo","AECL-107","Blas Fernández, S.L.","Prestación Conjunta",NA
"Villamor De Órbigo - Veguellina De Órbigo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Valseco - Villablino","VACL-039","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Palacios Del Sil - Villablino","VACL-039","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Caboalles De Arriba - Villablino","VACL-113","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"El Villar De Santiago - Villablino","VACL-113","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Las Herrerías - Villafranca Del Bierzo","AECL-037","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Paradela Del Río - Villafranca Del Bierzo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Corullón - Villafranca Del Bierzo","AECL-037","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Meizara - Santa María Del Páramo","VACL-161","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Salas De La Ribera - Puente De Domingo Florez","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Yeres - Puente De Domingo Florez","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Reliegos - León","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Quintana De Rueda - León","VACL-091","Autocares Castilla y León, S.A.U.","Prestación Conjunta",NA
"Valdevimbre - Armunia","VACL-063","Hermanos Vivas Santander, S.A.","Prestación Conjunta",NA
"Fuentes Nuevas - Fuentes Nuevas","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Villadecanes - Pri Virgen De La Quinta Angustia","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
"Villadecanes - Cacabelos Cp Inf","VACL-146","Autobuses Urbanos de Ponferrada, S.A. (AUPSA)","Prestación Conjunta",NA
